PP,Blok,Condition,timestamp,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP7,3,I,20121002T155400000,0,935403,0,888422,0,22275,0,40052,0,7928,0,78924,0,269,0,2195,0,22547,9,549299,-12,976009,-7,445406,0,142857,0,142857,0,91837,0,5102,0,5102,0,15306,0,0,0,265306,0,632653,0,0,0,5102,0,35714,0,0,0,96939,0,15306,0,76531,0,45918,0,0,0,40816,0,51020,0,10204,0,45918,0,0,2,56122,0,20408,0,306122,0,51020,0,40816,0,311224,,
PP7,3,I,20121002T155500000,0,936045,0,909625,0,12219,0,22090,0,19778,0,12550,0,1269,0,934,0,21227,4,357997,-8,721629,-8,893651,0,0,0,138462,0,112821,0,0,0,0,0,0,0,0,0,482051,0,358974,0,5128,0,0,0,5128,0,5128,0,117949,0,0,0,5128,0,0,0,0,0,0,0,0,0,0,0,35897,0,0,0,805128,0,35897,0,0,0,0,0,0,0,435897,,
PP7,3,I,20121002T155600000,0,947136,0,934525,0,24753,0,30075,0,13249,0,10114,0,131,0,602,0,13090,5,950335,-7,815758,-14,360633,0,0,0,163043,0,114130,0,0,0,0,0,5435,0,0,0,597826,0,304348,0,10870,0,0,0,0,0,0,0,130435,0,48913,0,5435,0,0,0,0,0,0,0,10870,0,0,0,228261,0,0,0,119565,0,27174,0,0,0,0,0,0,0,461957,,
PP7,3,I,20121002T155700000,0,952471,0,914412,0,17229,0,50491,0,14645,0,12393,0,207,0,585,0,38576,10,708045,-9,128769,-15,765030,0,51282,0,277778,0,299145,0,0,0,0,0,0,0,0,0,435897,0,487179,0,0,0,0,0,4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76923,0,38462,0,380342,0,102564,0,115385,0,8547,0,0,0,824786,,
PP7,3,I,20121002T155800000,0,953772,0,936047,0,8273,0,72648,0,9452,0,6905,0,153,0,416,0,65042,14,431580,-12,619581,-14,590096,0,0,0,234310,0,171548,0,0,0,0,0,29289,0,0,0,255230,0,665272,0,4184,0,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,983264,0,138075,0,0,0,0,0,0,0,267782,,
PP7,3,I,20121002T155900000,0,941952,0,899874,0,21259,0,52167,0,8118,0,11481,0,2218,0,1175,0,32161,13,865917,-11,716640,-12,741039,0,14778,0,201970,0,256158,0,44335,0,0,0,14778,0,4926,0,241379,0,625616,0,0,0,0,0,0,0,0,0,73892,0,0,0,0,0,54187,0,19704,0,0,0,0,0,0,0,59113,0,0,2,216749,0,231527,0,59113,0,0,0,0,0,201970,,
PP7,3,I,20121002T160000000,0,845747,0,602560,0,81056,0,13315,0,78477,0,8630,0,72,0,129407,0,84578,5,402821,-7,178746,-11,737735,0,241379,0,387931,0,189655,0,43103,0,0,0,431034,0,0,0,181034,0,224138,0,103448,0,0,0,0,0,887931,0,310345,0,275862,0,68966,0,103448,0,68966,0,767241,0,172414,0,0,0,965517,0,34483,1,939655,0,232759,0,896552,0,250000,0,0,0,931034,,
PP7,3,I,20121002T160100000,0,894612,0,829021,0,24486,0,64506,0,14786,0,10036,0,730,0,4005,0,47333,11,888577,-19,724958,-12,22777,0,7937,0,452381,0,388889,0,0,0,0,0,95238,0,0,0,23810,0,642857,0,7937,0,0,0,0,0,0,0,0,0,7937,0,7937,0,15873,0,0,0,174603,0,7937,0,0,0,63492,0,0,3,706349,0,63492,0,7937,0,0,0,0,0,650794,,
PP7,3,I,20121002T160200000,0,899005,0,880784,0,16316,0,21439,0,24420,0,31968,0,53,0,1176,0,18616,4,855655,-14,309597,-9,994166,0,15385,0,338462,0,384615,0,0,0,0,0,0,0,0,0,230769,0,507692,0,0,0,0,0,0,0,0,0,107692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,246154,0,292308,0,15385,0,0,0,0,1,307692,,
PP7,3,I,20121002T160300000,0,858716,0,618243,0,209270,0,15837,0,23647,0,104092,0,1207,0,10278,0,173380,1,781340,-8,322029,-8,321628,0,515152,0,363636,0,333333,0,0,0,0,0,181818,0,0,0,212121,0,272727,0,30303,0,0,0,30303,0,212121,0,0,0,439394,0,0,0,0,0,257576,0,15152,0,287879,0,0,0,696970,0,0,0,515152,0,0,1,333333,0,90909,0,60606,1,227273,,
PP8,1,R,20121004T093400000,0,938324,0,787789,0,5971,0,84680,0,26171,0,4147,0,7,0,1621,0,78822,-6,856718,-3,358602,1,153822,0,0,0,12605,0,0,0,63025,0,0,0,0,0,0,0,970588,0,4202,0,0,0,0,1,323529,0,0,0,0,0,0,0,25210,0,46218,0,42017,0,0,0,4202,0,0,4,584034,0,0,0,680672,0,310924,0,0,0,0,0,0,0,0,,
PP8,1,R,20121004T093500000,0,938395,0,924699,0,5878,0,44872,0,14678,0,4334,0,9,0,1282,0,38993,-6,833624,-2,910103,0,757581,0,0,0,0,0,0,0,175000,0,0,0,0,0,0,0,983333,0,0,0,0,0,0,0,433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,245833,0,0,0,0,0,41667,0,0,0,0,0,0,0,0,,
PP8,1,R,20121004T093600000,0,937721,0,822149,0,5914,0,87049,0,23626,0,3250,0,5,0,1938,0,81135,-5,894898,-2,755019,0,414716,0,0,0,0,0,0,0,112971,0,0,0,0,0,0,0,962343,0,0,0,8368,0,0,0,523013,0,0,0,0,0,12552,0,0,0,4184,0,0,0,0,0,0,0,0,4,343096,0,12552,0,514644,0,138075,0,0,0,0,0,0,0,0,,
PP8,1,R,20121004T093700000,0,926146,0,822424,0,6706,0,69078,0,23166,0,3980,0,11,0,6378,0,63533,-4,428797,-2,712159,3,600482,0,0,0,8368,0,8368,0,62762,0,0,0,0,0,0,0,945607,0,8368,0,8368,0,0,0,154812,0,8368,0,0,0,4184,0,8368,0,238494,0,8368,0,0,0,29289,0,0,4,133891,0,0,0,25105,0,0,0,0,0,0,0,0,0,0,,
PP8,1,R,20121004T093800000,0,915519,0,612870,0,9661,0,137883,0,45973,0,4271,0,12,0,3201,0,131621,-3,441872,-3,392031,0,189223,0,0,0,4310,0,0,0,60345,0,0,0,38793,0,0,0,849138,0,0,0,47414,0,0,1,474138,0,8621,0,25862,0,0,0,38793,0,125000,0,30172,0,0,0,439655,0,38793,4,551724,0,0,2,224138,0,90517,0,0,0,0,0,0,0,0,,
PP8,1,R,20121004T093900000,0,905266,0,644814,0,20034,0,113543,0,38230,0,2483,0,10,0,2521,0,104122,0,86208,-8,146584,-1,479562,0,0,0,0,0,16667,0,41667,0,0,0,66667,0,0,0,666667,0,229167,0,12500,0,0,1,216667,0,0,0,0,0,37500,0,45833,0,4167,0,79167,0,0,1,141667,0,79167,4,708333,0,8333,3,487500,0,0,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T094500000,0,900886,0,736911,0,5019,0,128809,0,11933,0,14727,0,25,0,2791,0,124147,-6,978087,-4,628050,-1,696700,0,42735,0,42735,0,25641,0,51282,0,0,0,12821,0,0,0,897436,0,34188,0,38462,0,0,1,42735,0,0,0,153846,0,192308,0,8547,0,89744,0,0,0,25641,0,38462,0,4274,3,491453,0,0,1,952991,0,76923,0,115385,0,0,0,0,0,115385,,
PP8,1,N,20121004T094600000,0,913392,0,813916,0,5230,0,86777,0,17276,0,9298,0,11,0,8493,0,87678,-3,903465,-3,533247,-1,406403,0,26906,0,49327,0,26906,0,107623,0,0,0,4484,0,0,0,901345,0,35874,0,22422,0,0,0,412556,0,8969,0,134529,0,98655,0,31390,0,125561,0,107623,0,0,0,116592,0,76233,4,385650,0,0,1,457399,0,112108,0,53812,0,0,0,0,0,80717,,
PP8,1,N,20121004T094700000,0,897615,0,727706,0,19602,0,93714,0,24759,0,11402,0,23,0,3380,0,81465,-4,341475,-7,642363,-1,575912,0,59072,0,54852,0,63291,0,105485,0,0,0,122363,0,0,0,624473,0,286920,0,0,0,0,0,742616,0,0,0,63291,0,8439,0,0,0,118143,0,143460,0,59072,0,168776,0,25316,4,248945,0,0,1,409283,0,337553,0,139241,0,0,0,0,0,194093,,
PP8,1,N,20121004T094800000,0,884494,0,853048,0,9940,0,30113,0,9183,0,70758,0,62,0,3161,0,24013,-2,449892,-8,211992,0,813683,0,114035,0,135965,0,144737,0,26316,0,4386,0,35088,0,4386,0,385965,0,425439,0,13158,0,30702,0,276316,0,0,0,697368,0,39474,0,0,0,228070,0,390351,0,13158,0,8772,0,0,3,850877,0,0,0,526316,0,320175,0,280702,0,0,0,0,0,407895,,
PP8,1,N,20121004T094900000,0,870278,0,739894,0,9242,0,49519,0,27621,0,133831,0,740,0,6500,0,52310,-2,181583,-5,905496,0,702563,0,228070,0,333333,0,342105,0,109649,0,8772,0,92105,0,21930,0,561404,0,232456,0,21930,0,21930,0,324561,0,65789,0,368421,0,30702,0,30702,0,614035,0,271930,0,48246,0,276316,0,201754,3,52632,0,0,0,473684,0,241228,0,710526,0,0,0,0,1,131579,,
PP8,1,N,20121004T095000000,0,913791,0,852812,0,7053,0,64098,0,12906,0,6718,0,14,0,2192,0,60386,-1,149617,-5,502958,0,707198,0,9174,0,18349,0,32110,0,105505,0,0,0,0,0,27523,0,816514,0,146789,0,4587,0,0,1,825688,0,0,0,146789,0,96330,0,4587,0,41284,0,27523,0,0,0,146789,0,0,4,201835,0,13761,0,284404,0,958716,0,9174,0,0,0,0,0,45872,,
PP8,1,N,20121004T095100000,0,932556,0,861909,0,17514,0,24440,0,24607,0,5841,0,2,0,1312,0,11499,1,968433,-6,167851,1,346095,0,0,0,0,0,0,0,0,0,0,0,0,0,54167,0,966667,0,25000,0,0,0,0,3,316667,0,0,0,0,0,254167,0,0,0,0,0,0,0,0,0,0,0,0,4,466667,0,0,0,0,1,812500,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T095200000,0,917062,0,745239,0,10540,0,67133,0,31638,0,3271,0,7,0,3997,0,67087,0,115112,-7,722731,0,62498,0,0,0,4444,0,4444,0,66667,0,4444,0,13333,0,8889,0,742222,0,231111,0,4444,0,0,1,635556,0,0,0,0,0,71111,0,31111,0,84444,0,31111,0,0,0,106667,0,26667,4,871111,0,0,1,137778,0,626667,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T095300000,0,862706,0,844916,0,21650,0,37072,0,6419,0,88763,0,253,0,2278,0,17821,0,867300,-7,609161,0,109561,0,121495,0,65421,0,60748,0,135514,0,0,0,210280,0,9346,0,336449,0,336449,0,219626,0,4673,0,467290,0,266355,0,981308,0,9346,0,18692,0,415888,0,261682,0,46729,0,303738,0,46729,3,976636,0,0,1,294393,0,252336,0,336449,0,0,0,4673,0,210280,,
PP8,1,N,20121004T095400000,0,859047,0,905026,0,5242,0,15492,0,16423,0,32297,0,144,0,6124,0,21303,-1,168472,-5,655113,0,449297,0,59829,0,209402,0,196581,0,85470,0,0,0,337607,0,0,0,200855,0,303419,0,350427,0,106838,0,230769,0,833333,1,747863,0,0,0,0,0,534188,0,324786,0,0,0,0,0,149573,4,491453,0,0,1,482906,0,81197,0,141026,0,0,0,0,0,833333,,
PP8,1,N,20121004T095500000,0,852266,0,915087,0,8778,0,6230,0,43477,0,22672,0,70,0,3331,0,35595,0,129541,-2,927470,1,990632,0,25316,0,122363,0,109705,0,71730,0,0,0,641350,0,0,0,156118,0,202532,0,552743,0,0,0,143460,1,911392,1,531646,0,0,0,12658,0,210970,0,42194,0,0,0,257384,0,21097,4,426160,0,0,2,84388,0,130802,0,50633,0,0,0,0,0,417722,,
PP8,1,N,20121004T095600000,0,863510,0,772923,0,6237,0,29894,0,16869,0,169257,0,163,0,11173,0,38625,-2,616186,-5,980961,0,519986,0,285714,0,341991,0,341991,0,238095,0,12987,0,4329,0,0,0,484848,0,268398,0,43290,0,0,0,255411,0,4329,0,432900,0,12987,0,0,0,835498,0,311688,0,4329,0,419913,0,43290,3,220779,0,0,0,467532,0,177489,0,896104,0,4329,0,25974,1,272727,,
PP8,1,N,20121004T095700000,0,876930,0,779158,0,10369,0,60259,0,18758,0,96096,0,260,0,4390,0,58908,-1,388157,-7,406643,0,611545,0,174468,0,297872,0,251064,0,123404,0,0,0,29787,0,0,0,506383,0,361702,0,12766,0,0,0,510638,0,12766,0,319149,0,34043,0,21277,0,587234,0,102128,0,55319,0,336170,0,0,3,846809,0,12766,0,753191,0,229787,0,519149,0,0,0,0,0,914894,,
PP8,1,N,20121004T095800000,0,879697,0,797788,0,13786,0,47060,0,15854,0,93575,0,381,0,4898,0,41140,0,193843,-4,98164,0,174841,0,152838,0,205240,0,187773,0,218341,0,8734,0,34934,0,82969,0,567686,0,283843,0,48035,0,0,0,921397,0,213974,0,454148,0,74236,0,0,0,550218,0,78603,0,17467,0,48035,0,61135,4,65502,0,0,0,703057,0,240175,0,441048,0,0,0,0,0,707424,,
PP8,1,N,20121004T095900000,0,920772,0,887190,0,10761,0,25527,0,11760,0,33060,0,558,0,2816,0,16073,-1,70567,-8,435990,0,625003,0,72650,0,8547,0,25641,0,12821,0,4274,0,0,0,29915,0,568376,0,405983,0,0,0,0,0,914530,0,0,0,320513,0,76923,0,0,0,149573,0,149573,0,132479,0,175214,0,42735,4,303419,0,0,0,769231,0,653846,0,243590,0,0,0,0,0,51282,,
PP8,1,N,20121004T100000000,0,876900,0,772333,0,85171,0,13615,0,8707,0,106570,0,105,0,2891,0,67875,-1,518997,-4,899932,0,592958,0,286325,0,128205,0,98291,0,17094,0,17094,0,51282,0,17094,0,452991,0,311966,0,162393,0,0,0,598291,0,0,0,226496,0,12821,0,0,0,423077,0,320513,0,376068,0,235043,0,42735,3,324786,0,0,0,517094,0,286325,0,807692,0,0,0,0,0,371795,,
PP8,1,N,20121004T100100000,0,888569,0,930332,0,6447,0,17814,0,7128,0,67941,0,77,0,4940,0,15557,0,124271,-7,945099,0,8306,0,115556,0,115556,0,102222,0,200000,0,0,0,253333,0,0,0,400000,0,488889,0,35556,0,0,0,177778,0,275556,0,760000,0,0,0,17778,0,368889,0,284444,0,4444,0,213333,0,102222,4,142222,0,0,0,564444,0,560000,0,280000,0,0,0,0,0,351111,,
PP8,1,N,20121004T100200000,0,848232,0,642426,0,31192,0,8153,0,7238,0,330331,0,687,0,4809,0,18799,-1,154454,-8,260009,0,152560,0,458515,0,358079,0,318777,0,78603,0,30568,0,78603,0,17467,0,436681,0,358079,0,4367,0,0,0,349345,0,8734,0,192140,0,39301,0,4367,0,480349,0,34934,0,235808,0,69869,0,0,2,410480,0,0,0,550218,0,270742,1,558952,0,0,0,8734,1,91703,,
PP8,1,N,20121004T100300000,0,858450,0,740173,0,18261,0,10943,0,16733,0,240352,0,328,0,4357,0,6072,0,771131,-13,41778,0,811724,0,344681,0,191489,0,182979,0,51064,0,46809,0,80851,0,8511,0,293617,0,578723,0,12766,0,68085,0,370213,0,0,0,140426,0,8511,0,76596,0,446809,0,212766,0,170213,0,182979,0,8511,3,29787,0,0,1,702128,0,268085,1,127660,0,4255,0,0,0,582979,,
PP8,1,N,20121004T100400000,0,897816,0,896451,0,8058,0,29107,0,7868,0,70143,0,104,0,4113,0,23330,0,433225,-3,82580,-1,245992,0,88496,0,70796,0,57522,0,0,0,22124,0,13274,0,123894,0,570796,0,234513,0,110619,0,0,0,415929,0,0,0,641593,0,4425,0,0,0,88496,0,26549,0,4425,0,30973,0,75221,3,924779,0,0,0,654867,0,389381,0,274336,0,0,0,0,0,168142,,
PP8,1,N,20121004T100500000,0,846445,0,902411,0,4978,0,13609,0,6478,0,7440,0,56,0,3282,0,9467,-1,283345,-4,208309,0,407105,0,0,0,0,0,0,0,0,0,69264,0,298701,0,0,0,545455,0,194805,0,233766,0,0,0,502165,0,757576,1,463203,0,60606,0,8658,0,82251,0,38961,0,0,0,103896,0,454545,4,813853,0,17316,2,718615,0,173160,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T100600000,0,889302,0,873059,0,7047,0,47528,0,18626,0,5056,0,16,0,4180,0,46785,-1,209895,-6,172199,0,759398,0,0,0,0,0,0,0,299578,0,0,0,177215,0,0,0,632911,0,316456,0,4219,0,0,0,244726,0,126582,0,303797,0,0,0,12658,0,46414,0,21097,0,0,0,248945,0,333333,4,632911,0,0,1,746835,0,354430,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T100700000,0,887027,0,737199,0,13167,0,127151,0,10949,0,4956,0,20,0,1830,0,114199,-3,956684,-5,44918,-1,765254,0,5650,0,28249,0,28249,0,305085,0,0,0,0,0,0,0,824859,0,79096,0,33898,0,0,0,542373,0,16949,0,299435,0,446328,0,90395,0,73446,0,33898,0,0,0,158192,0,22599,4,615819,0,0,1,158192,0,322034,0,5650,0,0,0,0,0,124294,,
PP8,1,N,20121004T100800000,0,882246,0,765213,0,5316,0,59486,0,15085,0,13815,0,18,0,3535,0,58884,-4,809995,-5,108049,-1,724644,0,42918,0,111588,0,103004,0,253219,0,0,0,38627,0,0,0,849785,0,51502,0,8584,0,17167,1,557940,0,141631,0,510730,0,124464,0,0,0,81545,0,17167,0,4292,0,72961,0,21459,4,540773,0,17167,1,12876,0,158798,0,85837,0,0,0,0,0,317597,,
PP8,1,N,20121004T100900000,0,890690,0,582989,0,14280,0,45064,0,27068,0,24305,0,8,0,5682,0,44709,-1,240332,-6,542210,1,767921,0,136170,0,0,0,0,0,12766,0,0,0,0,0,4255,0,914894,0,76596,0,0,0,17021,3,510638,0,25532,0,25532,0,600000,0,4255,0,0,0,0,0,0,0,80851,0,4255,4,736170,0,17021,1,229787,0,204255,0,187234,0,0,0,0,0,0,,
PP8,1,N,20121004T101000000,0,868331,0,681566,0,10583,0,117294,0,19374,0,19940,0,3,0,1797,0,108198,-1,359467,-3,701164,0,480048,0,53812,0,94170,0,89686,0,228700,0,0,0,0,0,0,0,654709,0,67265,0,170404,0,0,1,466368,0,0,0,13453,0,358744,0,17937,0,89686,0,13453,0,0,0,8969,0,125561,4,506726,0,8969,1,94170,0,488789,0,94170,0,0,0,0,0,300448,,
PP8,1,N,20121004T101100000,0,871565,0,753764,0,10015,0,113928,0,8068,0,13660,0,15,0,1505,0,103973,-1,694405,-6,301553,-2,32221,0,30303,0,60606,0,30303,0,191919,0,0,0,5051,0,30303,0,873737,0,50505,0,0,0,0,1,843434,0,0,0,171717,0,151515,0,0,0,5051,0,70707,0,0,0,60606,0,0,4,651515,0,15152,0,954545,0,297980,0,70707,0,0,0,0,0,101010,,
PP8,1,N,20121004T101200000,0,887284,0,808335,0,10364,0,61600,0,8734,0,46155,0,72,0,2930,0,51425,-3,807116,-3,814928,-2,368921,0,139738,0,126638,0,122271,0,148472,0,0,0,13100,0,0,0,842795,0,69869,0,4367,0,0,0,589520,0,4367,0,410480,0,13100,0,13100,0,78603,0,0,0,87336,0,17467,0,253275,4,87336,0,0,1,91703,0,187773,0,358079,0,4367,0,0,0,344978,,
PP8,1,N,20121004T101300000,0,890239,0,788495,0,11493,0,100240,0,5485,0,3159,0,20,0,1046,0,88747,-1,406958,-7,194665,0,82559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829167,0,154167,0,0,0,0,0,383333,0,0,0,254167,0,383333,0,4167,0,0,0,4167,0,0,0,33333,0,0,4,908333,0,0,1,858333,0,266667,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T101400000,0,896322,0,768153,0,8932,0,95232,0,24609,0,2409,0,9,0,3141,0,88186,-4,437845,-4,120998,-1,750671,0,0,0,4464,0,0,0,8929,0,0,0,0,0,4464,0,906250,0,8929,0,44643,0,0,0,750000,0,0,0,0,0,89286,0,62500,0,0,0,0,0,0,0,4464,0,49107,4,723214,0,4464,0,370536,0,825893,0,0,0,0,0,0,0,0,,
PP8,1,N,20121004T101500000,0,887674,0,733510,0,11295,0,88279,0,20077,0,29351,0,48,0,2207,0,77806,-2,852189,-5,581949,0,950914,0,50420,0,33613,0,29412,0,4202,0,25210,0,0,0,0,0,890756,0,75630,0,4202,0,109244,1,142857,0,0,0,16807,0,37815,0,4202,0,42017,0,109244,0,0,0,4202,0,0,4,508403,0,0,0,521008,0,941176,0,151261,0,0,0,0,0,92437,,
PP8,1,N,20121004T101600000,0,899531,0,830713,0,8459,0,29372,0,16949,0,18982,0,31,0,4020,0,26164,-2,660074,-5,886641,-1,633931,0,31532,0,54054,0,54054,0,9009,0,0,0,0,0,22523,0,927928,0,31532,0,0,0,0,1,301802,0,0,0,337838,0,72072,0,0,0,4505,0,13514,0,18018,0,166667,0,31532,4,423423,0,4505,0,896396,0,427928,0,81081,0,0,0,0,0,144144,,
PP8,1,N,20121004T101700000,0,899403,0,875590,0,12449,0,28164,0,13135,0,44535,0,35,0,4375,0,21118,-3,596961,-4,104666,-1,525984,0,103448,0,81897,0,47414,0,30172,0,17241,0,0,0,0,0,849138,0,51724,0,0,0,12931,0,663793,0,0,0,383621,0,12931,0,0,0,56034,0,60345,0,90517,0,38793,0,25862,4,159483,0,0,0,245690,0,387931,0,215517,0,0,0,4310,0,146552,,
PP8,1,N,20121004T101800000,0,879894,0,705134,0,9435,0,64343,0,23449,0,18272,0,8,0,5124,0,63127,-4,677629,-3,344530,-1,617674,0,39301,0,56769,0,52402,0,13100,0,0,0,0,0,26201,0,960699,0,4367,0,0,0,0,1,144105,0,0,0,135371,0,200873,0,0,0,30568,0,13100,0,0,0,48035,0,21834,4,454148,0,4367,1,275109,0,283843,0,96070,0,0,0,8734,0,165939,,
PP8,1,N,20121004T101900000,0,889537,0,812471,0,11624,0,59131,0,11740,0,15629,0,510,0,2069,0,48890,-3,140685,-5,944624,0,563949,0,39474,0,39474,0,13158,0,4386,0,13158,0,0,0,30702,0,811404,0,140351,0,8772,0,0,1,70175,0,0,0,157895,0,118421,0,0,0,0,0,13158,0,17544,0,4386,0,4386,4,587719,0,4386,0,561404,0,859649,0,74561,0,4386,0,0,0,48246,,
PP8,1,N,20121004T102000000,0,905857,0,810400,0,9763,0,90786,0,10206,0,9735,0,23,0,2372,0,82625,-4,127873,-5,28310,-1,101264,0,16854,0,28090,0,33708,0,22472,0,16854,0,0,0,39326,0,735955,0,191011,0,5618,0,16854,0,960674,0,0,0,421348,0,101124,0,0,0,11236,0,39326,0,61798,0,129213,0,50562,4,719101,0,22472,1,292135,0,415730,0,28090,0,0,0,0,0,89888,,
PP8,1,N,20121004T102100000,0,894302,0,743582,0,13592,0,79979,0,15482,0,36823,0,22,0,3073,0,67688,-2,542412,-4,407984,-1,259032,0,83700,0,83700,0,61674,0,0,0,0,0,0,0,0,0,867841,0,26432,0,44053,0,0,1,299559,0,0,0,52863,0,70485,0,0,0,22026,0,0,0,22026,0,321586,0,61674,4,475771,0,4405,1,259912,0,528634,0,207048,0,0,0,17621,0,286344,,
PP8,1,N,20121004T102200000,0,884790,0,755859,0,16042,0,67126,0,18282,0,48615,0,129,0,2174,0,53446,-2,91373,-5,669561,-1,172002,0,86957,0,156522,0,91304,0,0,0,0,0,8696,0,65217,0,726087,0,173913,0,13043,0,0,1,300000,0,0,0,65217,0,30435,0,30435,0,4348,0,4348,0,0,0,95652,0,39130,4,86957,0,13043,0,713043,0,547826,0,208696,0,0,0,4348,0,391304,,
PP8,1,N,20121004T102300000,0,891043,0,724965,0,7604,0,94936,0,16092,0,71748,0,201,0,4793,0,87661,-4,86702,-3,459666,-1,916102,0,102804,0,102804,0,88785,0,37383,0,0,0,0,0,37383,0,887850,0,60748,0,0,0,0,0,742991,0,0,0,383178,0,93458,0,0,0,172897,0,28037,0,37383,0,56075,0,121495,4,158879,0,14019,1,443925,0,154206,0,369159,0,0,0,0,0,387850,,
PP8,2,R,20121004T103900000,0,890674,0,780747,0,29028,0,33303,0,25491,0,6099,0,18,0,1267,0,17195,2,103206,-14,133084,4,786668,0,0,0,96330,0,0,0,73394,0,22936,0,477064,0,45872,0,220183,0,646789,0,27523,0,0,0,564220,0,27523,0,0,0,27523,0,82569,0,233945,0,32110,0,0,0,454128,0,18349,4,321101,0,0,2,587156,0,183486,0,0,0,0,0,4587,0,32110,,
PP8,2,R,20121004T104000000,0,918671,0,703655,0,14362,0,77137,0,36511,0,3266,0,3,0,5365,0,74009,-3,800749,-3,612848,0,178273,0,0,0,17778,0,0,0,0,0,0,0,13333,0,0,0,911111,0,26667,0,0,0,0,2,164444,0,22222,0,0,0,160000,0,0,0,80000,0,26667,0,0,0,706667,0,0,4,586667,0,35556,2,182222,0,17778,0,0,0,0,0,0,0,8889,,
PP8,2,R,20121004T104100000,0,897916,0,786104,0,16414,0,38588,0,33138,0,34653,0,9,0,12087,0,42204,-1,261331,-5,540073,1,856241,0,88235,0,49020,0,0,0,0,0,0,0,4902,0,0,0,735294,0,156863,0,24510,0,9804,1,691176,0,0,0,63725,0,49020,0,19608,0,264706,0,49020,0,0,0,612745,0,19608,4,352941,0,14706,1,720588,0,53922,0,142157,0,0,0,147059,0,0,,
PP8,2,R,20121004T104200000,0,918169,0,742617,0,13992,0,67451,0,41688,0,2850,0,6,0,4265,0,63496,0,833,-7,245306,0,387215,0,0,0,43103,0,12931,0,538793,0,0,0,73276,0,0,0,775862,0,155172,0,17241,0,0,0,564655,0,0,0,0,0,12931,0,0,0,362069,0,60345,0,0,0,176724,0,0,4,478448,0,0,2,38793,0,228448,0,0,0,0,0,0,0,34483,,
PP8,2,R,20121004T104300000,0,932623,0,844638,0,7450,0,53554,0,31096,0,3551,0,4,0,7160,0,53729,0,545965,-4,187802,0,71250,0,0,0,18605,0,0,0,27907,0,4651,0,0,0,0,0,948837,0,0,0,9302,0,0,0,548837,0,0,0,23256,0,0,0,23256,0,223256,0,83721,0,0,0,172093,0,0,4,506977,0,13953,1,79070,0,376744,0,0,0,0,0,0,0,0,,
PP8,2,R,20121004T104400000,0,913512,0,866375,0,25786,0,30436,0,11943,0,7017,0,10,0,3298,0,10706,3,858233,-14,155874,0,122259,0,0,0,101770,0,0,0,17699,0,0,0,35398,0,0,0,296460,0,663717,0,4425,0,0,0,150442,0,26549,0,230088,0,367257,0,4425,0,256637,0,159292,0,0,0,207965,0,4425,4,331858,0,0,2,491150,0,172566,0,0,0,0,0,0,0,0,,
PP8,2,I,20121004T104800000,0,899668,0,877416,0,15095,0,55942,0,16126,0,17557,0,369,0,2265,0,46221,-2,706694,-1,234213,-4,551288,0,103627,0,243523,0,103627,0,202073,0,10363,0,5181,0,0,0,782383,0,31088,0,82902,0,0,0,331606,0,41451,0,67358,0,31088,0,31088,0,316062,0,36269,0,196891,0,165803,0,181347,3,720207,0,0,0,233161,0,481865,0,269430,0,0,0,0,0,419689,,
PP8,2,I,20121004T104900000,0,921497,0,876546,0,7770,0,46068,0,19916,0,14182,0,8,0,3280,0,40498,-2,492935,-2,141099,-3,102870,0,39130,0,104348,0,73913,0,217391,0,0,0,26087,0,0,0,900000,0,30435,0,34783,0,4348,0,886957,0,69565,0,186957,0,143478,0,4348,0,239130,0,39130,0,0,0,0,0,73913,4,269565,0,0,0,178261,0,691304,0,108696,0,0,0,0,0,182609,,
